"DOI","year","title","citCounts"
"2941","10.1111/j.1467-9868.2008.00693.x",2009,"Shrinkage tuning parameter selection with a diverging number of parameters",4
"2942","10.1111/j.1467-9868.2009.00696.x",2009,"Splines for financial volatility",0
"2943","10.1111/j.1467-9868.2008.00704.x",2009,"Fully exponential {L}aplace approximations for the joint modelling of survival and longitudinal data",0
"2944","10.1111/j.1467-9868.2009.00699.x",2009,"Covariance-regularized regression and classification for high dimensional problems",4
"2945","10.1111/j.1467-9868.2009.00698.x",2009,"On-line expectation-maximization algorithm for latent data models",1
"2946","10.1111/j.1467-9868.2009.00706.x",2009,"Invariant co-ordinate selection",0
"2947","10.1111/j.1467-9868.2008.00692.x",2009,"Finding an unknown number of multivariate outliers",1
"2948","10.1111/j.1467-9868.2008.00695.x",2009,"Smoothing parameter selection for a class of semiparametric linear models",3
"2949","10.1111/j.1467-9868.2008.00697.x",2009,"On distribution-weighted partial least squares with diverging number of highly correlated predictors",4
"2950","10.1111/j.1467-9868.2008.00691.x",2009,"Some asymptotic results on generalized penalized spline smoothing",3
"2951","10.1111/j.1467-9868.2008.00687.x",2009,"Efficient estimation of auto-regression parameters and innovation distributions for semiparametric integer-valued {${\rm AR}(p)$} models",1
"2952","10.1111/j.1467-9868.2008.00690.x",2009,"Variance estimation in the analysis of microarray data",1
"2953","10.1111/j.1467-9868.2008.00694.x",2009,"Large-scale multiple testing under dependence",3
"2954","10.1111/j.1467-9868.2008.00700.x",2009,"Approximate {B}ayesian inference for latent {G}aussian models by using integrated nested {L}aplace approximations",7
"2955","10.1111/j.1467-9868.2008.00682.x",2009,"Robust linear clustering",0
"2956","10.1111/j.1467-9868.2008.00686.x",2009,"Shrinkage inverse regression estimation for model-free variable selection",0
"2957","10.1111/j.1467-9868.2008.00681.x",2009,"Empirical {B}ayes confidence intervals shrinking both means and variances",0
"2958","10.1111/j.1467-9868.2008.00683.x",2009,"Non-parametric tests for distributional treatment effect for randomly censored responses",0
"2959","10.1111/j.1467-9868.2008.00684.x",2009,"A new class of models for bivariate joint tails",0
"2960","10.1111/j.1467-9868.2008.00685.x",2009,"Fourier analysis of irregularly spaced data on {$\Bbb{R}^d$}",1
"2961","10.1111/j.1467-9868.2008.00679.x",2009,"Consistent model selection and data-driven smooth tests for longitudinal data in the estimating equations approach",1
"2962","10.1111/j.1467-9868.2008.00677.x",2009,"A {B}ayesian approach to non-parametric monotone function estimation",1
"2963","10.1111/j.1467-9868.2008.00678.x",2009,"Bayesian model selection using test statistics",0
"2964","10.1111/j.1467-9868.2008.00668.x",2009,"D{ASSO}: connections between the {D}antzig selector and lasso",4
"2965","10.1111/j.1467-9868.2008.00672.x",2009,"Multiscale methods for data on graphs and irregular multidimensional situations",0
"2966","10.1111/j.1467-9868.2008.00671.x",2009,"Testing in semiparametric models with interaction, with applications to gene-environment interactions",1
"2967","10.1111/j.1467-9868.2008.00689.x",2009,"Parameter estimation for partially observed hypoelliptic diffusions",0
"2968","10.1111/j.1467-9868.2008.00670.x",2009,"Testing for lack of fit in inverse regression---with applications to biophotonic imaging",0
"2969","10.1111/j.1467-9868.2008.00680.x",2009,"Pseudomartingale estimating equations for modulated renewal process models",0
"2970","10.1111/j.1467-9868.2008.00659.x",2008,"Clarification: regression model selection---a residual likelihood approach",0
"2971","10.1111/j.1467-9868.2008.00673.x",2008,"Estimation of controlled direct effects",3
"2972","10.1111/j.1467-9868.2008.00669.x",2008,"Non-parametric heteroscedastic transformation regression models for skewed data with an application to health care costs",0
"2973","10.1111/j.1467-9868.2008.00666.x",2008,"Graphical {G}aussian models with edge and vertex symmetries",1
"2974","10.1111/j.1467-9868.2008.00667.x",2008,"Generalization of {J}effreys divergence-based priors for {B}ayesian hypothesis testing",0
"2975","10.1111/j.1467-9868.2008.00664.x",2008,"Separation measures and the geometry of {B}ayes factor selection for classification",0
"2976","10.1111/j.1467-9868.2008.00665.x",2008,"Soap film smoothing",1
"2977","10.1111/j.1467-9868.2008.00655.x",2008,"Semiparametric inference in generalized mixed effects models",0
"2978","10.1111/j.1467-9868.2008.00674.x",2008,"Sure independence screening for ultrahigh dimensional feature space",35
"2979","10.1111/j.1467-9868.2008.00663.x",2008,"Gaussian predictive process models for large spatial data sets",10
"2980","10.1111/j.1467-9868.2008.00662.x",2008,"Improving semiparametric estimation by using surrogate data",2
"2981","10.1111/j.1467-9868.2008.00657.x",2008,"Robust estimation in the normal mixture model based on robust clustering",0
"2982","10.1111/j.1467-9868.2008.00661.x",2008,"Particle filters for partially observed diffusions",2
"2983","10.1111/j.1467-9868.2008.00653.x",2008,"Isotropic spectral additive models of the covariogram",1
"2984","10.1111/j.1467-9868.2008.00658.x",2008,"Non-parametric inference for clustered binary and count data when only summary information is available",1
"2985","10.1111/j.1467-9868.2008.00656.x",2008,"Modelling sparse generalized longitudinal observations with latent {G}aussian processes",1
"2986","10.1111/j.1467-9868.2008.00654.x",2008,"Modelling multivariate volatilities via conditionally uncorrelated components",2
"2987","10.1111/j.1467-9868.2007.00660.x",2008,"Sampling bias and logistic models",1
"2988","10.1111/j.1467-9868.2007.00652.x",2008,"On casting random-effects models in a survival framework",0
"2989","10.1111/j.1467-9868.2008.00651.x",2008,"Non-crossing non-parametric estimates of quantile curves",3
"2990","10.1111/j.1467-9868.2007.00650.x",2008,"Marginal likelihood estimation via power posteriors",0
"2991","10.1111/j.1467-9868.2007.00649.x",2008,"A wavelet- or lifting-scheme-based imputation method",1
"2992","10.1111/j.1467-9868.2007.00648.x",2008,"Dated ancenstral trees from binary trait data and their application to the diversification of languages",0
"2993","10.1111/j.1467-9868.2007.00647.x",2008,"A semiparametric approach to canonical analysis",0
"2994","10.1111/j.1467-9868.2007.00646.x",2008,"Fast stable direct fitting and smoothness selection for generalized additive models",2
"2995","10.1111/j.1467-9868.2007.00645.x",2008,"Proportion of non-zero normal means: universal oracle equivalences and uniformly consistent estimators",1
"2996","10.1111/j.1467-9868.2007.00644.x",2008,"A new method for analysing discrete life history data with missing covariate values",0
"2997","10.1111/j.1467-9868.2007.00643.x",2008,"{$\alpha$}-investing: a procedure for sequential control of expected false discoveries",2
"2998","10.1111/j.1467-9868.2007.00642.x",2008,"Practical filtering with sequential parameter learning",1
"2999","10.1111/j.1467-9868.2007.00641.x",2008,"Semiparametrically efficient inference based on signs and ranks for median-restricted models",0
"3000","10.1111/j.1467-9868.2007.00640.x",2008,"Every missingness not at random model has a missingness at random counterpart with equal fit",0
"3001","10.1111/j.1467-9868.2008.00639.x",2008,"Variable selection in semiparametric linear regression with censored data",2
"3002","10.1111/j.1467-9868.2007.00638.x",2008,"Empirical-likelihood-based difference-in-differences estimators",0
"3003","10.1111/j.1467-9868.2007.00637.x",2008,"Generalized linear models incorporating population level information: an empirical-likelihood-based approach",0
"3004","10.1111/j.1467-9868.2007.00636.x",2008,"Binary models for marginal independence",0
"3005","10.1111/j.1467-9868.2007.00635.x",2008,"Non-parametric small area estimation using penalized spline regression",0
"3006","10.1111/j.1467-9868.2007.00634.x",2008,"Graphical models for marked point processes based on local independence",0
"3007","10.1111/j.1467-9868.2007.00625.x",2008,"A new reconstruction of multivariate normal orthant probabilities",0
"3008","10.1111/j.1467-9868.2007.00633.x",2008,"Fixed rank kriging for very large spatial data sets",0
"3009","10.1111/j.1467-9868.2007.00622.x",2008,"A two-stage procedure for comparing hazard rate functions",0
"3010","10.1111/j.1467-9868.2007.00632.x",2008,"Variance estimation for statistics computed from inhomogeneous spatial point processes",0
"3011","10.1111/j.1467-9868.2007.00631.x",2008,"Theoretical measures of relative performance of classifiers for high dimensional data with small sample sizes",0
"3012","10.1111/j.1467-9868.2007.00630.x",2008,"Partially linear hazard regression with varying coefficients for multivariate survival data",0
"3013","10.1111/j.1467-9868.2007.00629.x",2008,"Clustering using objective functions and stochastic search",0
"3014","10.1111/j.1467-9868.2007.00623.x",2008,"Model selection in high dimensions: a quadratic-risk-based approach",0
"3015","10.1111/j.1467-9868.2007.00628.x",2008,"The combination of ecological and case-control data",0
"3016","10.1111/j.1467-9868.2007.00627.x",2008,"The group {L}asso for logistic regression",0
"3017","10.1111/j.1467-9868.2007.00620.x",2008,"Tail index estimation for heavy-tailed models: accommodation of bias in weighted log-excesses",0
"3018","10.1111/j.1467-9868.2007.00624.x",2008,"The analysis of randomized response sum score variables",0
"3019","10.1111/j.1467-9868.2007.00621.x",2008,"Regression analysis based on semicompeting risks data",0
"3020","10.1111/j.1467-9868.2007.00617.x",2007,"Criteria for surrogate end points",0
"3021","10.1111/j.1467-9868.2007.00616.x",2007,"A new test for the parametric form of the variance function in non-parametric regression",0
"3022","10.1111/j.1467-9868.2007.00615.x",2007,"Semiparametric estimation of treatment effects given base-line covariates on an outcome measured after a post-randomization event occurs",1
"3023","10.1111/j.1467-9868.2007.00614.x",2007,"Non-parametric regression estimation from data contaminated by a mixture of {B}erkson and classical errors",2
"3024","10.1111/j.1467-9868.2007.00613.x",2007,"Statistical classification with missing covariates",0
"3025","10.1111/j.1467-9868.2007.00612.x",2007,"Order-free co-regionalized areal data models with application to multiple-disease mapping",1
"3026","10.1111/j.1467-9868.2007.00611.x",2007,"Measurement error modelling with an approximate instrumental variable",1
"3027","10.1111/j.1467-9868.2007.00610.x",2007,"Parameter estimation for differential equations: a generalized smoothing approach",9
"3028","10.1111/j.1467-9868.2007.00609.x",2007,"Controlling the reinforcement in {B}ayesian non-parametric mixture models",0
"3029","10.1111/j.1467-9868.2007.00608.x",2007,"Continuous time modelling of dynamical spatial lattice data observed at sparsely distributed times",0
"3030","10.1111/j.1467-9868.2007.00605.x",2007,"Functional clustering and identifying substructures of longitudinal data",3
"3031","10.1111/j.1467-9868.2007.00607.x",2007,"{$L_1$}-regularization path algorithm for generalized linear models",12
"3032","10.1111/j.1467-9868.2007.00604.x",2007,"Statistical inference for evolving periodic functions",1
"3033","10.1111/j.1467-9868.2007.00603.x",2007,"Nested generalized linear mixed models: an orthodox best linear unbiased predictor approach",0
"3034","10.1111/j.1467-9868.2007.00602.x",2007,"Convergence rates and asymptotic standard errors for {M}arkov chain {M}onte {C}arlo algorithms for {B}ayesian probit regression",5
"3035","10.1111/j.1467-9868.2007.00601.x",2007,"On-line inference for multiple changepoint problems",1
"3036","10.1111/j.1467-9868.2007.00600.x",2007,"Estimating the effect of treatment in a proportional hazards model in the presence of non-compliance and contamination",1
"3037","10.1111/j.1369-7412.2007.00606.x",2007,"Maximum likelihood estimation in semiparametric regression models with censored data",13
"3038","10.1111/j.1467-9868.2007.599.x",2007,"Non-parametric confidence bands in deconvolution density estimation",1
"3039","10.1111/j.1467-9868.2007.00598.x",2007,"Estimation of treatment effects in randomized trials with non-compliance and a dichotomous outcome",1
